"hl_no","kn_torikomi_no","kn_no","kn_nm","k_kn_nm","yubin_no","ad","tel","sei","birth_dt","ansho_no","torihiki_dt","kouza1_syo_zan","kouza1_zan","kouza1_seisan_flg","kouza2_syo_zan","kouza2_zan","kouza2_seisan_flg","kouza3_syo_zan","kouza3_zan","kouza3_seisan_flg","kouza4_syo_zan","kouza4_zan","kouza4_seisan_flg","kouza5_syo_zan","kouza5_zan","kouza5_seisan_flg","kouza6_syo_zan","kouza6_zan","kouza6_seisan_flg","kouza7_syo_zan","kouza7_zan","kouza7_seisan_flg","kouza8_syo_zan","kouza8_zan","kouza8_seisan_flg","kouza9_syo_zan","kouza9_zan","kouza9_seisan_flg","kouza10_syo_zan","kouza10_zan","kouza10_seisan_flg","kouza11_syo_zan","kouza11_zan","kouza11_seisan_flg","kouza12_syo_zan","kouza12_zan","kouza12_seisan_flg","kouza13_syo_zan","kouza13_zan","kouza13_seisan_flg","kouza14_syo_zan","kouza14_zan","kouza14_seisan_flg","kouza15_syo_zan","kouza15_zan","kouza15_seisan_flg","kouza16_syo_zan","kouza16_zan","kouza16_seisan_flg","kouza17_syo_zan","kouza17_zan","kouza17_seisan_flg","kouza18_syo_zan","kouza18_zan","kouza18_seisan_flg","kouza19_syo_zan","kouza19_zan","kouza19_seisan_flg","kouza20_syo_zan","kouza20_zan","kouza20_seisan_flg","jitai_flg","jitai_at","up_dt","nichu_tel","jk_jo_kbn","f","web_kn_no","operation_f","is_failed"
"01517","27839610","15118","Vera Ferry","Hilll","59717-6951","85357 Kertzmann Pine","765.943.5684 x50972","6","2001-11-11","8217","2023-09-22","6786","6928","","3040","3469","","2718","9122","","1181","3567","","1083","4691","","2896","7513","","8661","6877","","580","6103","","5824","4827","","1659","4450","","9225","3573","","1499","1070","","140","6011","","510","2257","","3661","3687","","9277","8734","","3298","5743","","7753","2738","","7139","1952","","1075","691","","","","2024-08-27","","00","0","","1","false"
"01517","71539606","59533","Olga Rowe","Kirlin","50614","82544 Rudy Walks","971-698-7660 x02204","8","1952-02-01","6188","2023-09-10","8222","9093","","4247","5030","","397","1339","","1017","8744","","6212","9686","","9422","182","","1386","9755","","1410","8443","","1660","6726","","3543","1760","","2926","4783","","7730","6525","","5439","9081","","9996","6856","","9684","1503","","9785","8228","","2886","7253","","2417","2252","","6565","2954","","6214","41","","","","2024-08-27","","00","0","","1","false"
"01517","97594790","94295","Miss Robyn Marks","Hayes","54435-7996","3645 Westfield Road","466.706.4809 x3563","2","1952-06-22","6756","2024-08-21","4684","9842","","881","45","","2746","3542","","9080","4764","","8296","4164","","6843","2019","","9465","419","","7061","5658","","5717","9095","","3489","8685","","5731","7174","","6297","4987","","8661","5831","","8248","9162","","1594","6949","","2246","9296","","5010","8337","","2994","1484","","8786","5405","","4554","2095","","","","2024-08-27","","00","0","","1","false"
"01517","20596374","44677","Dr. Evan Lang","Ziemann","50987","296 Nader Radial","1-325-246-2739","10","1945-04-15","5472","2024-05-19","1290","6319","","8138","9811","","6543","9776","","2573","1366","","7776","6754","","9139","3441","","1883","3914","","775","6603","","6359","8303","","137","9937","","1998","155","","2873","8070","","7651","2240","","7788","7591","","1906","6076","","2575","67","","4466","163","","5171","1386","","5315","7864","","6650","4076","","","","2024-08-27","","00","0","","1","false"
"01517","37202361","42489","Jody Hauck","Ward","53083-9387","19003 Schaefer Gateway","1-639-815-6574 x8970","9","1947-07-10","1594","2024-01-07","7272","6879","","8826","6651","","2254","4143","","8791","6390","","504","8538","","1047","4539","","210","4187","","3242","4050","","7770","8073","","1245","2023","","6467","7123","","4442","2104","","2694","2328","","2880","2010","","648","5701","","5240","6763","","3888","1127","","1987","9759","","3166","5840","","1040","2785","","","","2024-08-27","","00","0","","1","false"
"01517","68922788","31051","Helen Orn","Cormier","92555-0467","525 Clarence Street","(606) 287-0377 x7314","10","1982-10-31","7865","2024-04-11","8841","4718","","1072","915","","28","6342","","5923","109","","587","3645","","3275","9655","","1182","6680","","4710","2469","","236","7943","","7344","6671","","8372","9527","","3221","5646","","1166","3224","","1298","8925","","9203","2346","","7153","3762","","2829","7895","","4473","2364","","4883","2273","","8404","5484","","","","2024-08-27","","00","0","","1","false"
"01517","98317941","74250","Randall Stanton","Brakus","80846","2283 Waterside","1-420-294-9428 x3769","9","1979-12-28","5591","2023-09-07","728","5892","","4513","8463","","1908","6919","","5857","5090","","1156","6803","","7678","6252","","3537","2188","","4467","3026","","5506","2555","","7522","9780","","5711","9519","","1616","9309","","5759","5804","","7222","8900","","6555","3911","","19","3887","","7639","3178","","7396","1921","","3592","8721","","701","2385","","","","2024-08-27","","00","0","","1","false"
"01517","65612714","36581","Ms. Nina Corwin","Goyette","37066","946 Lebsack Common","(761) 732-2894","3","1963-05-31","8574","2024-05-06","6948","6325","","196","3422","","9229","958","","2953","8963","","9400","954","","1897","332","","3407","291","","7807","5956","","1487","8779","","1808","7860","","4794","4048","","3170","3913","","6714","5705","","5671","4251","","8461","2616","","5164","5536","","119","4926","","356","6147","","3625","626","","8939","1560","","","","2024-08-27","","00","0","","1","false"
"01517","13023962","90430","Emilio Klein","McKenzie","10726-3694","31180 Skiles Viaduct","(458) 575-7436 x521","8","1977-02-06","4339","2024-03-20","7305","2174","","8167","9666","","9117","9009","","4532","4239","","5963","7423","","1406","1913","","3175","6187","","3815","8581","","3185","4110","","3346","8423","","3613","3398","","7882","9704","","4129","4899","","8012","1267","","5760","7659","","474","7612","","3641","6556","","4066","8052","","3194","5211","","9272","1984","","","","2024-08-27","","00","0","","1","false"
"01517","70860274","83534","Lucy Heaney","Witting","20153","53132 Davis Street","1-297-631-5278 x004","5","1956-10-19","3134","2024-04-29","9480","4801","","6811","6741","","4256","2287","","8049","8734","","9582","201","","165","2106","","9188","227","","2727","5563","","3465","3788","","9011","8129","","5663","2259","","7157","9413","","9102","3952","","5370","106","","816","9931","","9453","8028","","1172","7951","","4839","7941","","3670","9699","","224","5434","","","","2024-08-27","","00","0","","1","false"
"01517","48279564","57962","Audrey Moen","Cole","82462-4976","2711 Konopelski Pines","(826) 984-6859 x91720","9","1996-02-16","5204","2024-03-30","2495","8559","","9637","4314","","1132","3727","","5682","2969","","2873","2163","","9985","4386","","17","6697","","4706","5374","","8773","7393","","5864","247","","459","8493","","2665","2882","","4808","3521","","8989","5291","","1618","3327","","100","8830","","1005","8440","","5917","2883","","4879","127","","9897","8678","","","","2024-08-27","","00","0","","1","false"
"01517","66947337","99097","Kimberly McLaughlin","Ward","04269-0983","439 E 6th Street","1-314-864-9626 x66516","2","1955-07-15","8358","2024-05-14","4831","6702","","548","2384","","9992","4798","","4134","6273","","5904","5866","","9664","161","","8034","9727","","774","2800","","8406","7364","","5768","3097","","2034","6240","","936","6493","","2373","4535","","5971","8579","","8405","9973","","5682","7483","","8088","1822","","5303","4163","","8483","6422","","921","7768","","","","2024-08-27","","00","0","","1","false"
"01517","64128506","81240","Dr. Brett Johnson","Denesik","75536-1507","46827 Pearl Curve","812.878.9832 x940","1","1979-01-20","4027","2023-10-30","9679","3915","","2566","2264","","3729","9727","","2406","2845","","8783","1255","","9640","8162","","329","9434","","4895","8967","","592","9916","","7621","2099","","6960","9411","","2554","5721","","4904","1913","","1328","4417","","9549","6037","","5133","1780","","6227","5291","","5639","9082","","1414","4783","","2283","5481","","","","2024-08-27","","00","0","","1","false"
"01517","56173906","14221","Stephanie Kohler","Mueller","65940-9771","95022 S Franklin Street","1-284-252-5539 x604","3","1957-07-31","1393","2024-08-11","1255","2091","","3522","9712","","1651","634","","2029","4998","","3403","7807","","4433","4737","","403","5667","","4426","4709","","3591","1910","","8911","1789","","7121","3810","","4393","2609","","8481","1538","","9652","3105","","9942","224","","8097","5926","","4156","3667","","4966","9819","","8267","3365","","7254","3304","","","","2024-08-27","","00","0","","1","false"
"01517","62375268","80982","Toby Emard","Boehm","20664-1838","35639 Hessel Brook","474-475-6247 x7687","5","1987-07-01","1530","2024-03-06","1279","5516","","6670","2594","","5682","6075","","6485","8660","","1641","3521","","2473","7631","","6050","4916","","4215","2367","","6844","8680","","3587","7420","","5018","9757","","1137","1179","","1092","8582","","5381","3233","","7501","2027","","9942","6345","","8350","3819","","4534","3583","","6883","7993","","3434","6491","","","","2024-08-27","","00","0","","1","false"
"01517","97163497","10070","Johanna Mayer","Hauck","58738-0578","71450 Treutel Landing","636-241-3817","9","1952-09-22","2411","2024-04-18","9942","9935","","6435","8404","","2800","7326","","386","504","","7808","2189","","713","1044","","3276","6713","","8694","1926","","8827","2957","","9558","1845","","2932","8669","","6071","2288","","6254","5651","","3029","1363","","6355","4958","","830","6423","","3741","6583","","6802","5829","","3482","554","","2759","8430","","","","2024-08-27","","00","0","","1","false"
"01517","63040213","88009","Kristine Murray","Homenick","87308-6955","772 Gisselle Causeway","1-381-441-9205 x363","2","1991-01-15","4301","2023-09-22","7630","7682","","1226","4272","","1147","237","","2688","459","","5976","2497","","8869","7309","","8591","7903","","6430","858","","4376","627","","3935","9781","","1032","1403","","1509","9540","","2745","3240","","3739","5564","","1088","1385","","6427","5311","","8659","2844","","1328","297","","2706","3960","","667","521","","","","2024-08-27","","00","0","","1","false"
"01517","64487342","21229","Sadie Zemlak","Schultz","73098-5416","9026 Adrien Streets","363-262-4490 x434","9","1996-09-08","2547","2023-09-07","8337","6158","","3524","4642","","675","8469","","2459","5871","","2930","3716","","145","1703","","9797","543","","4679","8519","","1071","6361","","293","2931","","7803","9864","","1583","917","","9702","7596","","5969","7678","","28","1822","","3474","5988","","4224","5947","","3014","871","","8425","4441","","4507","8169","","","","2024-08-27","","00","0","","1","false"
"01517","36296923","38187","Orville Koch","Kuvalis","99848","918 Kayli Forks","1-586-694-4728 x27630","7","1965-07-08","3704","2023-12-29","697","6549","","2660","1212","","5624","5546","","7227","6944","","888","9516","","999","6714","","6481","745","","2835","1828","","1700","4987","","4207","4284","","1451","9325","","9753","3127","","5770","433","","2882","3497","","3553","5795","","1907","5943","","6895","2123","","5347","4549","","9367","7981","","6168","61","","","","2024-08-27","","00","0","","1","false"
"01517","22309822","42298","Candice Wolf","Mraz","28746","1022 Melany Motorway","1-729-488-0044 x0852","7","1996-02-20","6816","2023-10-17","7988","2021","","6715","3431","","261","3867","","4677","4119","","8791","1068","","335","1234","","67","7645","","785","8211","","2862","1695","","7830","5194","","5419","6805","","3735","6468","","4851","8874","","457","7523","","9859","6865","","7478","9274","","894","7802","","7982","7893","","7218","1033","","692","8917","","","","2024-08-27","","00","0","","1","false"
"01517","47367084","75147","Bernice Roberts","Hettinger","06412","40461 Erwin Way","784.868.6168 x0567","6","2004-01-04","5467","2024-04-11","2544","3847","","6332","5593","","2897","461","","6225","8167","","6974","595","","3070","1676","","5300","4751","","6452","5917","","5238","2006","","8662","6088","","450","4629","","6458","2564","","9082","4356","","7111","8365","","2101","5679","","7642","7500","","9225","6674","","1769","8802","","1961","2905","","6641","5148","","","","2024-08-27","","00","0","","1","false"
"01517","87667372","70398","Bobby Pfannerstill","Bergstrom","98418-2572","151 Windler Way","1-283-382-6451 x8879","5","1953-01-03","4362","2023-12-20","5762","229","","4238","3576","","5927","7494","","9532","4461","","1961","6600","","7664","1429","","3389","778","","3706","8712","","6697","1455","","164","8221","","5378","8800","","2364","3387","","2272","1342","","9986","2960","","2623","1752","","7431","4190","","7580","5392","","2292","6784","","5649","7319","","9876","5008","","","","2024-08-27","","00","0","","1","false"
"01517","28510722","46447","Dewey Kovacek","Grimes","69913","49162 E Jackson Street","(854) 418-1273 x836","10","1947-09-10","2786","2024-04-08","9652","2591","","7270","2272","","1033","6641","","4503","1146","","2324","7205","","1131","1747","","2300","824","","6240","4253","","976","6593","","6823","9369","","2314","7717","","3635","8861","","8007","3662","","4785","5604","","605","2734","","8929","7454","","8345","6957","","1690","3238","","1077","1321","","6785","7833","","","","2024-08-27","","00","0","","1","false"
"01517","33733801","50877","Patti Bernhard","Jacobson","34937","18315 Park Avenue","(635) 952-2585 x555","3","1947-12-10","7747","2024-07-03","7187","9867","","9600","1244","","2590","2812","","2817","7994","","7918","6212","","2615","4218","","8294","9676","","1854","3","","41","221","","2512","9760","","6654","1543","","1480","3748","","2424","4476","","1474","9656","","4328","5301","","2079","7660","","6636","9413","","7484","8265","","1743","3861","","5968","7904","","","","2024-08-27","","00","0","","1","false"
"01517","68716527","92617","Dean Heathcote","Abshire","67190-9263","79831 Buckingham Road","247.256.2439 x0965","1","2005-04-30","5383","2024-08-15","9765","1109","","2493","5169","","7606","1683","","7993","1558","","8416","9081","","4353","4137","","7052","3955","","7075","986","","4975","4179","","116","1960","","1644","6628","","4449","8044","","3104","9979","","7167","2249","","6129","9568","","600","2600","","5390","4544","","3564","8709","","8397","7461","","9332","7175","","","","2024-08-27","","00","0","","1","false"
"01517","31420907","10594","Marsha Hansen","Altenwerth","27508-5513","3370 Lillie Harbors","837-354-8088","5","1986-09-29","8576","2024-06-04","6988","6005","","9819","4751","","7059","654","","3165","8798","","7566","6366","","1345","6921","","5289","7795","","56","147","","8819","1516","","7271","1068","","6150","4276","","1411","204","","1413","6545","","6913","3753","","100","442","","1807","2653","","8185","380","","2402","2067","","2265","2366","","3651","8590","","","","2024-08-27","","00","0","","1","false"
"01517","22178869","51311","James Watsica","Heaney","55714","696 Sycamore Drive","436.702.5948 x08640","4","1957-02-03","2364","2024-04-15","1113","5045","","6468","5957","","9135","900","","6837","866","","7035","2256","","6766","6784","","1302","9313","","5646","7909","","8800","5022","","8497","7011","","9370","6700","","6819","9746","","6331","5015","","4483","9132","","8659","1307","","8777","5792","","8897","186","","3831","3412","","2281","2157","","1547","4641","","","","2024-08-27","","00","0","","1","false"
"01517","86550581","76323","Sharon Stroman","Gulgowski","18900-6137","371 Isac Lights","1-402-348-6182 x27206","1","1959-10-23","5245","2024-02-02","3041","6160","","3061","3086","","9843","923","","4054","9216","","4454","7278","","6809","2408","","7070","3770","","7876","6395","","6298","5543","","6710","1516","","6557","6431","","4667","3884","","7700","7721","","3886","6277","","8716","6429","","7738","7862","","6047","9784","","7976","8851","","3162","4058","","5970","2574","","","","2024-08-27","","00","0","","1","false"
